Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,TimedSection,ANSWER
15,1621694062453,22/05/2021 14:34:22,1621694062429,8,22/05/2021 22:34:22,52598,4,task-qc8j,,12906734,,3897179,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1366x768,681x615,,Military Question,4,Spreadsheet1,Spreadsheet1,12,1,1,Screen 1,Zone1,response_button_image,2570.624999993015,null,,pattern 3.png,1,0,1,0,,,false,,,Question 9 - b4p3,,
16,1621694064077,22/05/2021 14:34:24,1621694064050,8,22/05/2021 22:34:24,52598,4,task-qc8j,,12906734,,3897179,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1366x768,681x615,,Military Question,4,Spreadsheet1,Spreadsheet1,13,1,1,Screen 1,Zone1,response_button_image,1600.6650000053924,null,,pattern 2.png,1,0,1,0,,,false,,,Question 10 - b3p2,,
17,1621694065316,22/05/2021 14:34:25,1621694065301,8,22/05/2021 22:34:25,52598,4,task-qc8j,,12906734,,3897179,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1366x768,681x615,,Military Question,4,Spreadsheet1,Spreadsheet1,14,1,1,Screen 1,Zone1,response_button_image,1233.6000000068452,null,,pattern 1.png,1,0,1,0,,,false,,,Question 11 - b2p1,,
18,1621694066290,22/05/2021 14:34:26,1621694066277,8,22/05/2021 22:34:26,52598,4,task-qc8j,,12906734,,3897179,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1366x768,681x615,,Military Question,4,Spreadsheet1,Spreadsheet1,15,1,1,Screen 1,Zone1,response_button_image,960.0150000187568,null,,pattern 2.png,1,0,1,0,,,false,,,Question 12 - b1p2,,
19,1621694067632,22/05/2021 14:34:27,1621694067617,8,22/05/2021 22:34:27,52598,4,task-qc8j,,12906734,,3897179,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1366x768,681x615,,Military Question,4,Spreadsheet1,Spreadsheet1,16,1,1,Screen 1,Zone1,response_button_image,1311.5749999997206,null,,pattern 4.png,1,0,1,0,,,false,,,Question 13 - b4p4,,
20,1621694068924,22/05/2021 14:34:28,1621694068903,8,22/05/2021 22:34:28,52598,4,task-qc8j,,12906734,,3897179,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1366x768,681x615,,Military Question,4,Spreadsheet1,Spreadsheet1,17,1,1,Screen 1,Zone1,response_button_image,1272.224999993341,null,,pattern 4.png,1,0,1,0,,,false,,,Question 14 - b1p4,,
21,1621694069988,22/05/2021 14:34:29,1621694069969,8,22/05/2021 22:34:29,52598,4,task-qc8j,,12906734,,3897179,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1366x768,681x615,,Military Question,4,Spreadsheet1,Spreadsheet1,18,1,1,Screen 1,Zone1,response_button_image,1049.6649999986403,null,,pattern 4.png,1,0,1,0,,,false,,,Question 15 - b2p4,,
22,1621694075030,22/05/2021 14:34:35,1621694075007,8,22/05/2021 22:34:35,52598,4,task-qc8j,,12906734,,3897179,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1366x768,681x615,,Military Question,4,Spreadsheet1,Spreadsheet1,19,1,1,Screen 1,Zone1,response_button_image,5018.44000001438,null,,pattern 5.png,1,0,1,0,,,false,,,Question 16 - b3p5,,
23,1621694076140,22/05/2021 14:34:36,1621694076115,8,22/05/2021 22:34:36,52598,4,task-qc8j,,12906734,,3897179,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1366x768,681x615,,Military Question,4,Spreadsheet1,Spreadsheet1,20,1,1,Screen 1,Zone1,response_button_image,1085.4049999907147,null,,pattern 3.png,1,0,1,0,,,false,,,Question 17 - b2p3,,
24,1621694077201,22/05/2021 14:34:37,1621694077180,8,22/05/2021 22:34:37,52598,4,task-qc8j,,12906734,,3897179,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1366x768,681x615,,Military Question,4,Spreadsheet1,Spreadsheet1,21,1,1,Screen 1,Zone1,response_button_image,1047.179999994114,null,,pattern 5.png,1,0,1,0,,,false,,,Question 18 - b4p5,,
25,1621694079290,22/05/2021 14:34:39,1621694079269,8,22/05/2021 22:34:39,52598,4,task-qc8j,,12906734,,3897179,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1366x768,681x615,,Military Question,4,Spreadsheet1,Spreadsheet1,22,1,1,Screen 1,Zone1,response_button_image,2072.890000010375,null,,pattern 1.png,1,0,1,0,,,false,,,Question 19 - b3p1,,
26,1621694080180,22/05/2021 14:34:40,1621694080159,8,22/05/2021 22:34:40,52598,4,task-qc8j,,12906734,,3897179,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1366x768,681x615,,Military Question,4,Spreadsheet1,Spreadsheet1,23,1,1,Screen 1,Zone1,response_button_image,879.1799999889918,null,,pattern 3.png,1,0,1,0,,,false,,,Question 20 - b1p3,,
27,1621694084895,22/05/2021 14:34:44,1621694084799,8,22/05/2021 22:34:44,52598,4,task-qc8j,,12906734,,3897179,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1366x768,681x615,,Military Question,4,Spreadsheet1,Spreadsheet1,24,1,1,Screen 1,advancementZone,response_button_text,4627.614999975776,null,,Click here for end,1,0,1,0,,,false,,,Ending,,
28,1621694085120,22/05/2021 14:34:45,1621694084803,8,22/05/2021 22:34:44,52598,4,task-qc8j,,12906734,,3897179,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1366x768,681x615,,Military Question,4,Spreadsheet1,,,END TASK,,,,,83861,,,,,0,1,0,,,,,,,,
END OF FILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
