Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,TimedSection,ANSWER
16,1621767125349,23/05/2021 10:52:05,1621767125234,8,23/05/2021 18:52:05,52598,4,task-qc8j,,12921344,,3899975,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,1536x731,,Military Question,4,Spreadsheet1,Spreadsheet1,13,1,1,Screen 1,Zone1,response_button_image,904.9600000726059,null,,pattern 2.png,1,0,1,0,,,false,,,Question 10 - b3p2,,
17,1621767126287,23/05/2021 10:52:06,1621767126187,8,23/05/2021 18:52:06,52598,4,task-qc8j,,12921344,,3899975,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,1536x731,,Military Question,4,Spreadsheet1,Spreadsheet1,14,1,1,Screen 1,Zone1,response_button_image,941.8500000610948,null,,pattern 1.png,1,0,1,0,,,false,,,Question 11 - b2p1,,
18,1621767127068,23/05/2021 10:52:07,1621767126961,8,23/05/2021 18:52:06,52598,4,task-qc8j,,12921344,,3899975,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,1536x731,,Military Question,4,Spreadsheet1,Spreadsheet1,15,1,1,Screen 1,Zone1,response_button_image,764.4399999408051,null,,pattern 2.png,1,0,1,0,,,false,,,Question 12 - b1p2,,
19,1621767128147,23/05/2021 10:52:08,1621767128049,8,23/05/2021 18:52:08,52598,4,task-qc8j,,12921344,,3899975,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,1536x731,,Military Question,4,Spreadsheet1,Spreadsheet1,16,1,1,Screen 1,Zone1,response_button_image,1078.0750000849366,null,,pattern 4.png,1,0,1,0,,,false,,,Question 13 - b4p4,,
20,1621767129054,23/05/2021 10:52:09,1621767128947,8,23/05/2021 18:52:08,52598,4,task-qc8j,,12921344,,3899975,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,1536x731,,Military Question,4,Spreadsheet1,Spreadsheet1,17,1,1,Screen 1,Zone1,response_button_image,888.4349999716505,null,,pattern 4.png,1,0,1,0,,,false,,,Question 14 - b1p4,,
21,1621767130132,23/05/2021 10:52:10,1621767130018,8,23/05/2021 18:52:10,52598,4,task-qc8j,,12921344,,3899975,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,1536x731,,Military Question,4,Spreadsheet1,Spreadsheet1,18,1,1,Screen 1,Zone1,response_button_image,1061.420000041835,null,,pattern 4.png,1,0,1,0,,,false,,,Question 15 - b2p4,,
22,1621767131857,23/05/2021 10:52:11,1621767131682,8,23/05/2021 18:52:11,52598,4,task-qc8j,,12921344,,3899975,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,1536x731,,Military Question,4,Spreadsheet1,Spreadsheet1,19,1,1,Screen 1,Zone1,response_button_image,1654.7349999891594,null,,pattern 5.png,1,0,1,0,,,false,,,Question 16 - b3p5,,
23,1621767133343,23/05/2021 10:52:13,1621767133242,8,23/05/2021 18:52:13,52598,4,task-qc8j,,12921344,,3899975,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,1536x731,,Military Question,4,Spreadsheet1,Spreadsheet1,20,1,1,Screen 1,Zone1,response_button_image,1550.455000018701,null,,pattern 3.png,1,0,1,0,,,false,,,Question 17 - b2p3,,
24,1621767135031,23/05/2021 10:52:15,1621767134922,8,23/05/2021 18:52:14,52598,4,task-qc8j,,12921344,,3899975,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,1536x731,,Military Question,4,Spreadsheet1,Spreadsheet1,21,1,1,Screen 1,Zone1,response_button_image,1669.4249999709427,null,,pattern 5.png,1,0,1,0,,,false,,,Question 18 - b4p5,,
25,1621767136094,23/05/2021 10:52:16,1621767135993,8,23/05/2021 18:52:15,52598,4,task-qc8j,,12921344,,3899975,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,1536x731,,Military Question,4,Spreadsheet1,Spreadsheet1,22,1,1,Screen 1,Zone1,response_button_image,1062.2450000373647,null,,pattern 1.png,1,0,1,0,,,false,,,Question 19 - b3p1,,
26,1621767137219,23/05/2021 10:52:17,1621767137122,8,23/05/2021 18:52:17,52598,4,task-qc8j,,12921344,,3899975,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,1536x731,,Military Question,4,Spreadsheet1,Spreadsheet1,23,1,1,Screen 1,Zone1,response_button_image,1122.124999994412,null,,pattern 3.png,1,0,1,0,,,false,,,Question 20 - b1p3,,
27,1621767156144,23/05/2021 10:52:36,1621767156043,8,23/05/2021 18:52:36,52598,4,task-qc8j,,12921344,,3899975,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,732x691,,Military Question,4,Spreadsheet1,Spreadsheet1,24,1,1,Screen 1,advancementZone,response_button_text,18913.850000011735,null,,Click here for end,1,0,1,0,,,false,,,Ending,,
28,1621767156367,23/05/2021 10:52:36,1621767156048,8,23/05/2021 18:52:36,52598,4,task-qc8j,,12921344,,3899975,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,732x691,,Military Question,4,Spreadsheet1,,,END TASK,,,,,54311,,,,,0,1,0,,,,,,,,
END OF FILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
