Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,TimedSection,ANSWER
13,1621928180447,25/05/2021 07:36:20,1621928366885,8,25/05/2021 15:39:26,52598,4,task-qc8j,,12995970,,3916240,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,1536x722,,Military Question,4,Spreadsheet1,Spreadsheet1,10,1,1,Screen 1,Pattern,response_button_image,2747.574999986682,null,,pattern 1.png,1,0,1,0,,,false,,,Question 7 - b1p1,,
14,1621928182435,25/05/2021 07:36:22,1621928368858,8,25/05/2021 15:39:28,52598,4,task-qc8j,,12995970,,3916240,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,1536x722,,Military Question,4,Spreadsheet1,Spreadsheet1,11,1,1,Screen 1,Zone1,response_button_image,1953.6649999790825,null,,pattern 5.png,1,0,1,0,,,false,,,Question 8 - b2p5,,
15,1621928184273,25/05/2021 07:36:24,1621928370675,8,25/05/2021 15:39:30,52598,4,task-qc8j,,12995970,,3916240,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,1536x722,,Military Question,4,Spreadsheet1,Spreadsheet1,12,1,1,Screen 1,Zone1,response_button_image,1791.0499999998137,null,,pattern 3.png,1,0,1,0,,,false,,,Question 9 - b4p3,,
16,1621928185131,25/05/2021 07:36:25,1621928371566,8,25/05/2021 15:39:31,52598,4,task-qc8j,,12995970,,3916240,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,1536x722,,Military Question,4,Spreadsheet1,Spreadsheet1,13,1,1,Screen 1,Zone1,response_button_image,865.8750000176951,null,,pattern 2.png,1,0,1,0,,,false,,,Question 10 - b3p2,,
17,1621928186178,25/05/2021 07:36:26,1621928372617,8,25/05/2021 15:39:32,52598,4,task-qc8j,,12995970,,3916240,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,1536x722,,Military Question,4,Spreadsheet1,Spreadsheet1,14,1,1,Screen 1,Zone1,response_button_image,1030.3399999975227,null,,pattern 1.png,1,0,1,0,,,false,,,Question 11 - b2p1,,
18,1621928187413,25/05/2021 07:36:27,1621928373844,8,25/05/2021 15:39:33,52598,4,task-qc8j,,12995970,,3916240,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,1536x722,,Military Question,4,Spreadsheet1,Spreadsheet1,15,1,1,Screen 1,Zone1,response_button_image,1210.510000004433,null,,pattern 2.png,1,0,1,0,,,false,,,Question 12 - b1p2,,
19,1621928193962,25/05/2021 07:36:33,1621928380389,8,25/05/2021 15:39:40,52598,4,task-qc8j,,12995970,,3916240,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,1536x722,,Military Question,4,Spreadsheet1,Spreadsheet1,16,1,1,Screen 1,Zone1,response_button_image,6526.329999964219,null,,pattern 4.png,1,0,1,0,,,false,,,Question 13 - b4p4,,
20,1621928197732,25/05/2021 07:36:37,1621928384150,8,25/05/2021 15:39:44,52598,4,task-qc8j,,12995970,,3916240,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,1536x722,,Military Question,4,Spreadsheet1,Spreadsheet1,17,1,1,Screen 1,Zone1,response_button_image,3744.094999972731,null,,pattern 4.png,1,0,1,0,,,false,,,Question 14 - b1p4,,
21,1621928205859,25/05/2021 07:36:45,1621928392295,8,25/05/2021 15:39:52,52598,4,task-qc8j,,12995970,,3916240,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,1536x722,,Military Question,4,Spreadsheet1,Spreadsheet1,18,1,1,Screen 1,Zone1,response_button_image,8127.8000000165775,null,,pattern 4.png,1,0,1,0,,,false,,,Question 15 - b2p4,,
22,1621928207732,25/05/2021 07:36:47,1621928394170,8,25/05/2021 15:39:54,52598,4,task-qc8j,,12995970,,3916240,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,1536x722,,Military Question,4,Spreadsheet1,Spreadsheet1,19,1,1,Screen 1,Zone1,response_button_image,1855.615000007674,null,,pattern 5.png,1,0,1,0,,,false,,,Question 16 - b3p5,,
23,1621928209359,25/05/2021 07:36:49,1621928395793,8,25/05/2021 15:39:55,52598,4,task-qc8j,,12995970,,3916240,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,1536x722,,Military Question,4,Spreadsheet1,Spreadsheet1,20,1,1,Screen 1,Zone1,response_button_image,1605.4850000073202,null,,pattern 3.png,1,0,1,0,,,false,,,Question 17 - b2p3,,
24,1621928220309,25/05/2021 07:37:00,1621928406710,8,25/05/2021 15:40:06,52598,4,task-qc8j,,12995970,,3916240,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,1536x722,,Military Question,4,Spreadsheet1,Spreadsheet1,21,1,1,Screen 1,Zone1,response_button_image,10902.364999987185,null,,pattern 5.png,1,0,1,0,,,false,,,Question 18 - b4p5,,
25,1621928222841,25/05/2021 07:37:02,1621928409276,8,25/05/2021 15:40:09,52598,4,task-qc8j,,12995970,,3916240,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,1536x722,,Military Question,4,Spreadsheet1,Spreadsheet1,22,1,1,Screen 1,Zone1,response_button_image,2524.074999964796,null,,pattern 1.png,1,0,1,0,,,false,,,Question 19 - b3p1,,
26,1621928223817,25/05/2021 07:37:03,1621928410226,8,25/05/2021 15:40:10,52598,4,task-qc8j,,12995970,,3916240,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,1536x722,,Military Question,4,Spreadsheet1,Spreadsheet1,23,1,1,Screen 1,Zone1,response_button_image,937.58499994874,null,,pattern 3.png,1,0,1,0,,,false,,,Question 20 - b1p3,,
27,1621928236795,25/05/2021 07:37:16,1621928423236,8,25/05/2021 15:40:23,52598,4,task-qc8j,,12995970,,3916240,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,1536x722,,Military Question,4,Spreadsheet1,Spreadsheet1,24,1,1,Screen 1,advancementZone,response_button_text,12997.800000011921,null,,Click here for end,1,0,1,0,,,false,,,Ending,,
28,1621928237044,25/05/2021 07:37:17,1621928423243,8,25/05/2021 15:40:23,52598,4,task-qc8j,,12995970,,3916240,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,1536x722,,Military Question,4,Spreadsheet1,,,END TASK,,,,,270730,,,,,0,1,0,,,,,,,,
END OF FILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
