Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,TimedSection,ANSWER
11,1621693958970,22/05/2021 14:32:38,1621693958200,8,22/05/2021 22:32:38,52598,4,task-qc8j,,12906678,,3897168,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 90.0.818.66,1536x864,1536x763,,Military Question,4,Spreadsheet1,Spreadsheet1,7,1,1,Screen 1,Zone1,response_button_image,4952.069999999367,null,,pattern 5.png,1,0,1,0,,,false,,,Question 4 - b1p5,,
12,1621693964101,22/05/2021 14:32:44,1621693963341,8,22/05/2021 22:32:43,52598,4,task-qc8j,,12906678,,3897168,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 90.0.818.66,1536x864,1536x763,,Military Question,4,Spreadsheet1,Spreadsheet1,8,1,1,Screen 1,Zone1,response_button_image,5132.904999976745,null,,"pattern 2.png
",1,0,1,0,,,false,,,Question 5 - b4p2,,
13,1621693965792,22/05/2021 14:32:45,1621693964959,8,22/05/2021 22:32:44,52598,4,task-qc8j,,12906678,,3897168,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 90.0.818.66,1536x864,1536x763,,Military Question,4,Spreadsheet1,Spreadsheet1,9,1,1,Screen 1,Zone1,response_button_image,1609.8599999968428,null,,pattern 3.png,1,0,1,0,,,false,,,Question 6 - b3p3,,
14,1621693970723,22/05/2021 14:32:50,1621693969937,8,22/05/2021 22:32:49,52598,4,task-qc8j,,12906678,,3897168,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 90.0.818.66,1536x864,1536x763,,Military Question,4,Spreadsheet1,Spreadsheet1,10,1,1,Screen 1,Pattern,response_button_image,4969.794999982696,null,,pattern 1.png,1,0,1,0,,,false,,,Question 7 - b1p1,,
15,1621693972066,22/05/2021 14:32:52,1621693971271,8,22/05/2021 22:32:51,52598,4,task-qc8j,,12906678,,3897168,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 90.0.818.66,1536x864,1536x763,,Military Question,4,Spreadsheet1,Spreadsheet1,11,1,1,Screen 1,Zone1,response_button_image,1324.1850000049453,null,,pattern 5.png,1,0,1,0,,,false,,,Question 8 - b2p5,,
16,1621693973797,22/05/2021 14:32:53,1621693973028,8,22/05/2021 22:32:53,52598,4,task-qc8j,,12906678,,3897168,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 90.0.818.66,1536x864,1536x763,,Military Question,4,Spreadsheet1,Spreadsheet1,12,1,1,Screen 1,Zone1,response_button_image,1748.9749999949709,null,,pattern 3.png,1,0,1,0,,,false,,,Question 9 - b4p3,,
17,1621693975158,22/05/2021 14:32:55,1621693974403,8,22/05/2021 22:32:54,52598,4,task-qc8j,,12906678,,3897168,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 90.0.818.66,1536x864,1536x763,,Military Question,4,Spreadsheet1,Spreadsheet1,13,1,1,Screen 1,Zone1,response_button_image,1366.5449999971315,null,,pattern 2.png,1,0,1,0,,,false,,,Question 10 - b3p2,,
18,1621693976489,22/05/2021 14:32:56,1621693975715,8,22/05/2021 22:32:55,52598,4,task-qc8j,,12906678,,3897168,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 90.0.818.66,1536x864,1536x763,,Military Question,4,Spreadsheet1,Spreadsheet1,14,1,1,Screen 1,Zone1,response_button_image,1305.530000012368,null,,pattern 1.png,1,0,1,0,,,false,,,Question 11 - b2p1,,
19,1621693977895,22/05/2021 14:32:57,1621693977123,8,22/05/2021 22:32:57,52598,4,task-qc8j,,12906678,,3897168,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 90.0.818.66,1536x864,1536x763,,Military Question,4,Spreadsheet1,Spreadsheet1,15,1,1,Screen 1,Zone1,response_button_image,1401.7800000146963,null,,pattern 2.png,1,0,1,0,,,false,,,Question 12 - b1p2,,
20,1621693979465,22/05/2021 14:32:59,1621693978691,8,22/05/2021 22:32:58,52598,4,task-qc8j,,12906678,,3897168,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 90.0.818.66,1536x864,1536x763,,Military Question,4,Spreadsheet1,Spreadsheet1,16,1,1,Screen 1,Zone1,response_button_image,1561.4549999882001,null,,pattern 4.png,1,0,1,0,,,false,,,Question 13 - b4p4,,
21,1621693980821,22/05/2021 14:33:00,1621693980039,8,22/05/2021 22:33:00,52598,4,task-qc8j,,12906678,,3897168,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 90.0.818.66,1536x864,1536x763,,Military Question,4,Spreadsheet1,Spreadsheet1,17,1,1,Screen 1,Zone1,response_button_image,1340.9999999857973,null,,pattern 4.png,1,0,1,0,,,false,,,Question 14 - b1p4,,
22,1621693985161,22/05/2021 14:33:05,1621693984392,8,22/05/2021 22:33:04,52598,4,task-qc8j,,12906678,,3897168,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 90.0.818.66,1536x864,1536x763,,Military Question,4,Spreadsheet1,Spreadsheet1,18,1,1,Screen 1,Zone1,response_button_image,4344.559999997728,null,,pattern 4.png,1,0,1,0,,,false,,,Question 15 - b2p4,,
23,1621693989842,22/05/2021 14:33:09,1621693989072,8,22/05/2021 22:33:09,52598,4,task-qc8j,,12906678,,3897168,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 90.0.818.66,1536x864,1536x763,,Military Question,4,Spreadsheet1,Spreadsheet1,19,1,1,Screen 1,Zone1,response_button_image,4671.0000000020955,null,,pattern 5.png,1,0,1,0,,,false,,,Question 16 - b3p5,,
24,1621693991993,22/05/2021 14:33:11,1621693991207,8,22/05/2021 22:33:11,52598,4,task-qc8j,,12906678,,3897168,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 90.0.818.66,1536x864,1536x763,,Military Question,4,Spreadsheet1,Spreadsheet1,20,1,1,Screen 1,Zone1,response_button_image,2128.724999987753,null,,pattern 3.png,1,0,1,0,,,false,,,Question 17 - b2p3,,
25,1621693994049,22/05/2021 14:33:14,1621693993279,8,22/05/2021 22:33:13,52598,4,task-qc8j,,12906678,,3897168,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 90.0.818.66,1536x864,1536x763,,Military Question,4,Spreadsheet1,Spreadsheet1,21,1,1,Screen 1,Zone1,response_button_image,2065.1799999759533,null,,pattern 5.png,1,0,1,0,,,false,,,Question 18 - b4p5,,
26,1621693996558,22/05/2021 14:33:16,1621693995783,8,22/05/2021 22:33:15,52598,4,task-qc8j,,12906678,,3897168,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 90.0.818.66,1536x864,1536x763,,Military Question,4,Spreadsheet1,Spreadsheet1,22,1,1,Screen 1,Zone1,response_button_image,2495.330000005197,null,,pattern 1.png,1,0,1,0,,,false,,,Question 19 - b3p1,,
27,1621693998074,22/05/2021 14:33:18,1621693997303,8,22/05/2021 22:33:17,52598,4,task-qc8j,,12906678,,3897168,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 90.0.818.66,1536x864,1536x763,,Military Question,4,Spreadsheet1,Spreadsheet1,23,1,1,Screen 1,Zone1,response_button_image,1515.320000005886,null,,pattern 3.png,1,0,1,0,,,false,,,Question 20 - b1p3,,
28,1621694003889,22/05/2021 14:33:23,1621694003101,8,22/05/2021 22:33:23,52598,4,task-qc8j,,12906678,,3897168,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 90.0.818.66,1536x864,1536x763,,Military Question,4,Spreadsheet1,Spreadsheet1,24,1,1,Screen 1,advancementZone,response_button_text,5793.295000010403,null,,Click here for end,1,0,1,0,,,false,,,Ending,,
29,1621694004139,22/05/2021 14:33:24,1621694003104,8,22/05/2021 22:33:23,52598,4,task-qc8j,,12906678,,3897168,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 90.0.818.66,1536x864,1536x763,,Military Question,4,Spreadsheet1,,,END TASK,,,,,142062,,,,,0,1,0,,,,,,,,
END OF FILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
