Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,TimedSection,ANSWER
15,1621706921828,22/05/2021 18:08:41,1621706921221,8,23/05/2021 02:08:41,52598,4,task-qc8j,,12911519,,3898060,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,1920x954,,Military Question,4,Spreadsheet1,Spreadsheet1,12,1,1,Screen 1,Zone1,response_button_image,1045.2500000028522,null,,pattern 3.png,1,0,1,0,,,false,,,Question 9 - b4p3,,
16,1621706922673,22/05/2021 18:08:42,1621706922064,8,23/05/2021 02:08:42,52598,4,task-qc8j,,12911519,,3898060,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,1920x954,,Military Question,4,Spreadsheet1,Spreadsheet1,13,1,1,Screen 1,Zone1,response_button_image,828.6050000024261,null,,pattern 2.png,1,0,1,0,,,false,,,Question 10 - b3p2,,
17,1621706923909,22/05/2021 18:08:43,1621706923300,8,23/05/2021 02:08:43,52598,4,task-qc8j,,12911519,,3898060,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,1920x954,,Military Question,4,Spreadsheet1,Spreadsheet1,14,1,1,Screen 1,Zone1,response_button_image,1227.3700000005192,null,,pattern 1.png,1,0,1,0,,,false,,,Question 11 - b2p1,,
18,1621706924825,22/05/2021 18:08:44,1621706924217,8,23/05/2021 02:08:44,52598,4,task-qc8j,,12911519,,3898060,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,1920x954,,Military Question,4,Spreadsheet1,Spreadsheet1,15,1,1,Screen 1,Zone1,response_button_image,906.8100000004051,null,,pattern 2.png,1,0,1,0,,,false,,,Question 12 - b1p2,,
19,1621706925940,22/05/2021 18:08:45,1621706925319,8,23/05/2021 02:08:45,52598,4,task-qc8j,,12911519,,3898060,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,1920x954,,Military Question,4,Spreadsheet1,Spreadsheet1,16,1,1,Screen 1,Zone1,response_button_image,1086.2899999992806,null,,pattern 4.png,1,0,1,0,,,false,,,Question 13 - b4p4,,
20,1621706926627,22/05/2021 18:08:46,1621706925996,8,23/05/2021 02:08:45,52598,4,task-qc8j,,12911519,,3898060,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,1920x954,,Military Question,4,Spreadsheet1,Spreadsheet1,17,1,1,Screen 1,Zone1,response_button_image,667.1649999989313,null,,pattern 4.png,1,0,1,0,,,false,,,Question 14 - b1p4,,
21,1621706927611,22/05/2021 18:08:47,1621706927004,8,23/05/2021 02:08:47,52598,4,task-qc8j,,12911519,,3898060,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,1920x954,,Military Question,4,Spreadsheet1,Spreadsheet1,18,1,1,Screen 1,Zone1,response_button_image,993.1849999993574,null,,pattern 4.png,1,0,1,0,,,false,,,Question 15 - b2p4,,
22,1621706943133,22/05/2021 18:09:03,1621706942530,8,23/05/2021 02:09:02,52598,4,task-qc8j,,12911519,,3898060,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,1920x954,,Military Question,4,Spreadsheet1,Spreadsheet1,19,1,1,Screen 1,Zone1,response_button_image,15512.41999999911,null,,pattern 5.png,1,0,1,0,,,false,,,Question 16 - b3p5,,
23,1621706944226,22/05/2021 18:09:04,1621706943616,8,23/05/2021 02:09:03,52598,4,task-qc8j,,12911519,,3898060,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,1920x954,,Military Question,4,Spreadsheet1,Spreadsheet1,20,1,1,Screen 1,Zone1,response_button_image,1068.4649999966496,null,,pattern 3.png,1,0,1,0,,,false,,,Question 17 - b2p3,,
24,1621706945320,22/05/2021 18:09:05,1621706944709,8,23/05/2021 02:09:04,52598,4,task-qc8j,,12911519,,3898060,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,1920x954,,Military Question,4,Spreadsheet1,Spreadsheet1,21,1,1,Screen 1,Zone1,response_button_image,1077.6550000009593,null,,pattern 5.png,1,0,1,0,,,false,,,Question 18 - b4p5,,
25,1621706947238,22/05/2021 18:09:07,1621706946625,8,23/05/2021 02:09:06,52598,4,task-qc8j,,12911519,,3898060,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,1920x954,,Military Question,4,Spreadsheet1,Spreadsheet1,22,1,1,Screen 1,Zone1,response_button_image,1897.5250000003143,null,,pattern 1.png,1,0,1,0,,,false,,,Question 19 - b3p1,,
26,1621706948285,22/05/2021 18:09:08,1621706947684,8,23/05/2021 02:09:07,52598,4,task-qc8j,,12911519,,3898060,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,1920x954,,Military Question,4,Spreadsheet1,Spreadsheet1,23,1,1,Screen 1,Zone1,response_button_image,1045.8900000012363,null,,pattern 3.png,1,0,1,0,,,false,,,Question 20 - b1p3,,
27,1621706951346,22/05/2021 18:09:11,1621706950727,8,23/05/2021 02:09:10,52598,4,task-qc8j,,12911519,,3898060,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,1920x954,,Military Question,4,Spreadsheet1,Spreadsheet1,24,1,1,Screen 1,advancementZone,response_button_text,3035.985000002256,null,,Click here for end,1,0,1,0,,,false,,,Ending,,
28,1621706951564,22/05/2021 18:09:11,1621706950733,8,23/05/2021 02:09:10,52598,4,task-qc8j,,12911519,,3898060,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,1920x954,,Military Question,4,Spreadsheet1,,,END TASK,,,,,81283,,,,,0,1,0,,,,,,,,
END OF FILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
