Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,TimedSection,ANSWER
16,1621762876941,23/05/2021 09:41:16,1621762875965,8,23/05/2021 17:41:15,52598,4,task-qc8j,,12920512,,3899826,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1920x969,,Military Question,4,Spreadsheet1,Spreadsheet1,14,1,1,Screen 1,Zone1,response_button_image,2178.0849999995553,null,,pattern 1.png,1,0,1,0,,,false,,,Question 11 - b2p1,,
17,1621762878509,23/05/2021 09:41:18,1621762877501,8,23/05/2021 17:41:17,52598,4,task-qc8j,,12920512,,3899826,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1920x969,,Military Question,4,Spreadsheet1,Spreadsheet1,15,1,1,Screen 1,Zone1,response_button_image,1522.4949999974342,null,,pattern 2.png,1,0,1,0,,,false,,,Question 12 - b1p2,,
18,1621762880170,23/05/2021 09:41:20,1621762879198,8,23/05/2021 17:41:19,52598,4,task-qc8j,,12920512,,3899826,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1920x969,,Military Question,4,Spreadsheet1,Spreadsheet1,16,1,1,Screen 1,Zone1,response_button_image,1685.8350000002247,null,,pattern 4.png,1,0,1,0,,,false,,,Question 13 - b4p4,,
19,1621762881330,23/05/2021 09:41:21,1621762880361,8,23/05/2021 17:41:20,52598,4,task-qc8j,,12920512,,3899826,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1920x969,,Military Question,4,Spreadsheet1,Spreadsheet1,17,1,1,Screen 1,Zone1,response_button_image,1151.6950000004726,null,,pattern 4.png,1,0,1,0,,,false,,,Question 14 - b1p4,,
20,1621762882503,23/05/2021 09:41:22,1621762881529,8,23/05/2021 17:41:21,52598,4,task-qc8j,,12920512,,3899826,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1920x969,,Military Question,4,Spreadsheet1,Spreadsheet1,18,1,1,Screen 1,Zone1,response_button_image,1153.135000000475,null,,pattern 4.png,1,0,1,0,,,false,,,Question 15 - b2p4,,
21,1621762885910,23/05/2021 09:41:25,1621762884928,8,23/05/2021 17:41:24,52598,4,task-qc8j,,12920512,,3899826,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1920x969,,Military Question,4,Spreadsheet1,Spreadsheet1,19,1,1,Screen 1,Zone1,response_button_image,3386.2000000008265,null,,pattern 5.png,1,0,1,0,,,false,,,Question 16 - b3p5,,
22,1621762887397,23/05/2021 09:41:27,1621762886401,8,23/05/2021 17:41:26,52598,4,task-qc8j,,12920512,,3899826,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1920x969,,Military Question,4,Spreadsheet1,Spreadsheet1,20,1,1,Screen 1,Zone1,response_button_image,1460.8299999999872,null,,pattern 3.png,1,0,1,0,,,false,,,Question 17 - b2p3,,
23,1621762889203,23/05/2021 09:41:29,1621762888226,8,23/05/2021 17:41:28,52598,4,task-qc8j,,12920512,,3899826,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1920x969,,Military Question,4,Spreadsheet1,Spreadsheet1,21,1,1,Screen 1,Zone1,response_button_image,1812.5050000016927,null,,pattern 5.png,1,0,1,0,,,false,,,Question 18 - b4p5,,
24,1621762891853,23/05/2021 09:41:31,1621762890871,8,23/05/2021 17:41:30,52598,4,task-qc8j,,12920512,,3899826,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1920x969,,Military Question,4,Spreadsheet1,Spreadsheet1,22,1,1,Screen 1,Zone1,response_button_image,2629.750000000058,null,,pattern 1.png,1,0,1,0,,,false,,,Question 19 - b3p1,,
25,1621762892861,23/05/2021 09:41:32,1621762891876,8,23/05/2021 17:41:31,52598,4,task-qc8j,,12920512,,3899826,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1920x969,,Military Question,4,Spreadsheet1,Spreadsheet1,23,1,1,Screen 1,Zone1,response_button_image,994.5450000013807,null,,pattern 3.png,1,0,1,0,,,false,,,Question 20 - b1p3,,
26,1621762898476,23/05/2021 09:41:38,1621762897501,8,23/05/2021 17:41:37,52598,4,task-qc8j,,12920512,,3899826,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1920x969,,Military Question,4,Spreadsheet1,Spreadsheet1,24,1,1,Screen 1,advancementZone,response_button_text,5614.889999997104,null,,Click here for end,1,0,1,0,,,false,,,Ending,,
27,1621762898678,23/05/2021 09:41:38,1621762897506,8,23/05/2021 17:41:37,52598,4,task-qc8j,,12920512,,3899826,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1920x969,,Military Question,4,Spreadsheet1,,,END TASK,,,,,117603,,,,,0,1,0,,,,,,,,
END OF FILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
